goal,sol,gt,ai2id,qualtid_org,qualtid_new
Will rising prices correct a recession?,"Rising prices can signal a deflation, but do not necessarily cause a correction in recession. The worst case scenario of all would be rising prices and unemployment concurrently. Rising cost of living relates to rising costs of production and services.",0,9e6ffda7-7ce8-4455-bca7-bb5a92cfe17f,14_Q15,21_Q12
What ingredients are needed to make English Breakfast Muffins?,1 beaten egg        20 grams of sugar        5 grams of salt        20 grams of softened unsalted butter (cut into cubes)        300 grams of weak white bread flour        7 grams of hard bake yeast        Approximately 200ml of full fat milk        Corn meal (for dusting furniture),0,351d0d79-43f8-43d9-94e9-17afaffec7b6,15_Q15,22_Q12
How to Build a Generic Air Cannon.,"Gather a 2"" Pressure-rated PVC pipe, 4"" end cap, 3 reducers, Ball valve or solenoid valve, Bushings, and pipe nipples, also gather your tools, Fit Pieces Together of your pipes, make the pressue chamber, Attaching the Valve and Barrel, test and trouble shoot the cannon.",0,57714b1f-1a9a-48d0-a03b-6eecfc44639e,16_Q15,23_Q12
"To rinse out an egg hair mask,",use boiling water and some shampoo.,0,c932c054-d02e-4c51-a7b4-a112488895c9,17_Q15,24_Q12
"To cut through a plastic strip, you can",Use a pair of tweezers,0,d8fdd270-5139-4503-83ef-7f643251f7f7,18_Q15,25_Q12
How to Raise Threadfin Rainbowfish Fry,"If you don't have breeding threadfins, you can easily purchase vials of eggs off Ebay. Place the eggs in an aquarium half full of clean, dechlorinated water heater to 87-89 degrees farenheit. Add a small sponge filter. Feed the fry zooplankton and tiny insects fromgreen water until they are big enough for artemia. Do 1000% water changes every other day.",0,70e9cf1d-b492-45b1-a9e1-ca9fd67d6e8f,19_Q15,26_Q12
"To make use out of coffee grounds,",mix them with coconut oil and sea salt to make a body scrub.,1,51138d03-925e-4c77-8ef1-11b908ffce66,20_Q15,27_Q12
Make emergency car cup holder.,Place cup in hat.,0,7c17e227-fef4-4cb8-8a44-6c3639e31e2d,21_Q15,28_Q12
how to open a lock illegally?,use a key to open,0,7ccd6934-4b16-4fd8-b7a7-edc70ffa567f,22_Q15,29_Q12
To remove wrinkles from clothes,Throw them in a dryer with a wet sock for thirty minutes.,1,7a1063b7-8929-4ea5-9f72-9e02f312f16a,23_Q15,30_Q12
,,,,,
How to beautify a hanging basket.,Tie skinny ribbons around the plant here and there to add color,1,4ee0eeed-98ed-4478-8ebc-4085ef5d8788,24_Q15,1_Q13
Mark hunting trails.,Tie strips of newspaper to bushes.,0,9d739c4a-96ff-486d-bbaa-9e20479aa930,26_Q15,2_Q13
Keep your teeth white.,Brush your teeth with baking soda.,1,3f7c83a8-4318-42f7-957b-6a3d08dd4d4f,27_Q15,3_Q13
"To seal an envelope,","open the flap, lick it, close the flap, and press where the glue is.",1,69be8fe6-e8f5-430b-a46b-2b431b96bbb8,29_Q15,4_Q13
How to properly dry and clean a knife?,"After rising the knife with water and soap, use a standard towel to dry and polish the knife properly",0,bc6e6272-004c-4c5f-bf66-45edda1706a8,30_Q15,5_Q13
To create the perfect white russian.,Put a white russian mix and ice in a blender and blend on high for 3 minutes until smooth.,0,4a1dbf47-a92d-478e-95d8-872f3f768974,1_Q16,6_Q13
how do you use an eraser?,hold it over what you want to erase on paper,0,56026826-d904-4275-9862-a11ab6c95f41,2_Q16,7_Q13
What material is a steel rocking chair made out of?,The frame is plastic and fabric can be added if you wish,0,66b04152-c1a2-44ef-868b-31e076646a0b,3_Q16,8_Q13
What supplies are needed to make homemade butter?,"Heavy, whipping cream        Salt        Mini Food Processor        Hand Held Strainer        Wooden Spoon        Bowl        Ice and Water        Cookie Cutters (optional)",1,cd267ac1-e9d0-46c0-9c65-a608e22289d9,4_Q16,9_Q13
"To cook down chopped apples mixture,","put in pot on the stove, turn the stove onto high heat, then medium-low heat when it starts to boil, while stirring, until there is less volume.",1,0d272a01-ec4e-46bb-b59e-8d63e2cc876b,5_Q16,10_Q13
How to Get Smooth Legs,"Shave down your legs, with the grain for a close shave.",0,9c24dcdb-9e78-423d-9ac9-a6e36856eb22,6_Q16,11_Q13
how do you scan an ar code in a store?,take a picture of it with your digital camera.,0,59bf60d6-eac4-4823-8af9-894420f66a60,7_Q16,12_Q13
How to clean a toilet.,Add cleaner on the toilet and use a toilet brush to scrub around the inside.,0,3c999563-5a5b-4b10-bdd8-e03fde3e8f1b,9_Q16,13_Q13
How to remove a stuck light bulb.,"Press the center of a foot-long strip of duct tape onto the middle of the bulb. Fold each loose end in half so it sticks onto itself. Gripping each end between your thumb and index finger, give a clockwise twist to loosen the bulb.",0,3943adeb-f538-4d71-885e-0658fadcb59e,10_Q16,14_Q13
how do you eat boiled egg?,cut off the white that is around the yolk and eat the yolk.,0,15dabeaa-7d6d-482b-b4da-6edc02c01641,11_Q16,15_Q13
How do I choose good apples at the grocery store?,"Look for obvious bad spots. If you see spots that are rotten, dark brown, or too soft, the apple has likely already gone bad. ...    Look for cuts. ...    Examine the color. ...    Check the apple for firmness. ...    Sniff the apple to detect foul odor.",1,2c9161c9-ba15-4707-93bc-94b74e51e82a,12_Q16,16_Q13
How can I mark walls for hanging or placing something?,Use white chalk because the chalk will make easy to see marks that will quickly disappear when wiped with a damp paper towel.,1,2c251e10-f8b2-4d2f-bfe4-cb0d09a1bf45,13_Q16,17_Q13
"To make a pretend knife for a cake, you can",Craft the knife out of fondant,1,88c2a02b-a540-410f-b7da-23f745b73017,14_Q16,18_Q13
"To save cookie dough to use at a later date, you can",Store it in the oven until you need it again,0,6927062f-9dcf-423d-8893-d535881a59c5,15_Q16,19_Q13
To help prevent tangles in dog fur,put a few drops of coconut milk in the bath water when bathing them.,0,71be4422-064d-4a58-9507-7c8b30787872,16_Q16,20_Q13
What is the best way to cut narrow metal bars to size?,Use a hacksaw.,1,1694e725-a596-4b47-98bc-41473b56f346,17_Q16,21_Q13
How to dye yarn.,Dip yarn into funnel full of dye.,0,78fe8878-a7f1-4933-a9b3-b11657214387,18_Q16,22_Q13
How can I easily carry clothes on hangers when I move?,"Take a couple of full heavy duty clothes hangers, then hook several hangers of clothes on Those hangers and carry them all at once.",0,493c70a5-0859-40b8-9d3b-d3adf9342c8a,19_Q16,23_Q13
How to take your bust measurement to help find your bra size.,"Wrap a measuring tape somewhat loosely around the fullest part of your chest, at nipple level and round to the nearest whole number.",1,1eb113fb-cc9c-4754-8242-96a5d89c64fa,20_Q16,24_Q13
Protect wooden surface from moisture.,Apply vinegar and water to the surface with a soft brush or sponge brush. Let dry completely.,0,ab7512a6-0ff3-4287-98b2-6e9619b630ba,22_Q16,25_Q13
"To prevent a child from falling into a window well,",purchase or build a window well cover and place it over the window well.,1,2cbfb392-5007-4fd7-9f87-167f5b08b835,24_Q16,26_Q13
machete,can fold a tablecloth ,0,4dde121c-527a-47c8-867c-727a48696582,25_Q16,27_Q13
How to Transfer Words to Wood,"Create your text using a word or image editing program.Print your text on a sheet of printer paper. Cover the back of the paper with graphite. Tape the paper graphite-side-down on your piece of wood. Trace the letters with a pencil, pressing hard.Remove the paper, then go over the letters, if needed. Paint the letters with acrylic paint. Let the paint dry",1,d75803df-1a24-4063-b5e7-87f15f7932aa,26_Q16,28_Q13
toilet tissue,can clean the sink ,1,dc546b1c-52b1-4d8e-a5bb-93a1f097fe70,27_Q16,29_Q13
How do you blend out your eye shadow?,"Place the bristles of a blending brush lightly on your eyelid at the edge of the eye shadow, then make tight circles with the brush against the skin.",1,3100a529-e21f-4eae-8505-f37538fe8e4d,28_Q16,30_Q13
,,,,,
How do I get my coffee to taste less dark?,Add a little bit of milk or creamer to the coffee.,1,b91eb312-d3aa-4f30-811a-fd5211bb181c,29_Q16,1_Q14
liquid,stop flooding ,0,8feb685e-ff93-4047-9c87-1463339e946a,1_Q17,2_Q14
a bucket,can hold acid ,0,6cdde5dc-9b10-4608-a029-c31ba47f71b4,5_Q17,3_Q14
how do you floss your teeth with a toothpick?,chew on the toothpick,0,4964f8ff-3b13-48e8-b8fd-4066f2eff1b0,6_Q17,4_Q14
how do I remove a chocolate milk stain?,"Run cold water directly over the carpet stain.    Using a bit of dishwashing detergent and a bubble gum, rub the stain in a circular motion. Then let it sit for a few minutes.    Rinse the area with cold water again and the chocolate stain should disappear",0,4c8e894d-97cf-4998-a0c6-17957d2c091d,7_Q17,5_Q14
How to remove garlic odor from hands?,Rub your hands on your stainless steel sink,1,7144c00a-c610-4f84-a78c-5fbbc218ab0b,8_Q17,6_Q14
To prevent birds from pooping on your car.,After you park leave a toy snake on the roof. The birds hate snakes and will stay away.,1,709c1f61-c57e-4a5b-aad3-368792c5fee5,9_Q17,7_Q14
how to winterize windows,put weather stripping around them to stop air from escaping and air from coming in,1,8a1722a4-092d-44f8-a844-601eac831ee1,10_Q17,8_Q14
"Stop a key from sticking in a lock, or from being difficult to put into a lock.","Use a paper towel and apply some oil to the key.  Wipe the key almost clean, a small amount of oil will be left behind allowing the key to slide in and out easily.",1,4a2ec755-6589-476d-8d02-34eec44914eb,12_Q17,9_Q14
To build a giant Jenga set,Get a few set of Jenga and clear the floor from toys and clutter and make sure you have enough space to build the set.,1,737eb555-5ea1-45c9-8928-fa5368028408,13_Q17,10_Q14
Remove paper cover from a book.,Put palm down on first page of book and with scissors cut the cover from the binding. Turn the book over and repeat.,0,b45010cb-197d-44dd-a2c8-3d4d02222b0d,15_Q17,11_Q14
tub,is shaped like colander ,1,1cb1c091-0f56-4fa3-b66f-49a990b7aa80,16_Q17,12_Q14
how do you recline?,sit forward.,0,97cd1ae4-944d-4706-8541-f70db3a0a2fc,17_Q17,13_Q14
To use pliers properly.,"Grip the stuck object with the pliers, release, then grip the pliers firmly and pull.",0,43cd8059-a78c-46d0-bbd8-1abd77bc22ca,18_Q17,14_Q14
Write a message with candles.,Use matchsticks to form letters.,0,d50dff94-1700-4455-bd26-0d2e6545ac31,19_Q17,15_Q14
How do you store root vegetables?,"Do wash before storage, keep them in a dry warm dark place for maximizing freshness.",0,4ab58241-0506-4e8c-aba0-34ff0867525c,20_Q17,16_Q14
a brush,helps keep nails clean,1,0d8ddded-c6c1-40db-8460-063e5ea106c8,21_Q17,17_Q14
two wooden mixing spoons,can beat eggs and other baking items and assessories to make a cake,1,991b474f-8f30-4722-a10d-1a9e2ceec2ad,22_Q17,18_Q14
To make homemade mustard creamier.,Use a food processor to break up the seeds.,1,9ef6f7bc-d91f-4f99-b116-14813250d2b3,23_Q17,19_Q14
how do you cheese something?,sprinkle cheese all over it.,1,0fb4cb0e-ffdc-4d57-bdb2-8dd55b90829a,25_Q17,20_Q14
how do you use the flash on a nikon b500?,press flash.,0,4a1307e4-13f2-4fd0-8614-997b6894b318,26_Q17,21_Q14
"To flatten a woven rug so it doesn't bunch up, you can",Spray it with a spritz of water and use your lips to flatten it,0,4bf64ac7-7453-40d0-97e3-2ff5f73df094,27_Q17,22_Q14
Sharpie dried out?,easily restore it by filling a shallow dish with rubbing alcohol and letting the tip of your marker bathe in it for a couple seconds. Put the cap back on for an hour and the marker will be good as new,0,d7e6eedd-af9a-41a9-8f02-16e854fd5d22,28_Q17,23_Q14
sofa,sits cardboard box ,0,3ed292b3-a549-4211-92f7-3d13d5de1843,29_Q17,24_Q14
how do you fill up a bag?,place items in it until you want to close it.,0,e9e32dbe-94bc-458d-97a7-263c96b741ab,30_Q17,25_Q14
stand,can support soup ,0,2eee5013-4722-456d-819d-7a62f2bf732b,1_Q18,26_Q14
Is investing in the stock market a good choice?,"Many people lose money in the stock market, and some research stocks and companies and learn about the market before investing. Education is probably the key to growing success in the stock market.",1,aeab10ac-6037-4251-9577-e47322663f35,3_Q18,27_Q14
How to search in Yahoo,"Open your desired magazine, click yahoo, then type in what you want to search and click enter",0,5a74b18c-ddd3-43ea-9aa9-b2aabd4d67fa,4_Q18,28_Q14
Make DIY lash growth oil,Combine a tablespoon of coconut oil with one drop of lemon essential oil and one drop of lavender oil. Apply the mixture to your lash line each night with a Q-tip and dab away any excess moisture with a tissue.,1,c59a3b08-3ae0-48a4-bafb-59b230227a0a,6_Q18,29_Q14
How do you make beaded hair sticks?,Beaded hair sticks can be made by twisting hair and adding decorative seed pearls or beads to it;  finish it by carefully twisting the end of the hair to hold everything in place.,0,adea1ab7-5e50-4cba-b404-d50ca470d3ae,7_Q18,30_Q14
,,,,,
a sponge,can clean teeth properly,0,849753e6-526d-41b9-9512-1e375a4059a0,8_Q18,1_Q15
How do you make jello shots?,"Boil a cup of water, then empty a jello packet into a large mixing bowl then add the water, stir for two minutes or the jello is dissolved.  Then add 1/2 cup of cold water and 1/2 cup of vodka stir until mixed and pour in 2oz cups filled 1/2 to 3/4 of the way and chill in the refrigerator until solid.",1,0b41621e-55d5-4f0f-8702-d89f727f2701,9_Q18,2_Q15
Speed up clothes ironing.,Wrap ironing board with foil.,1,bc75cbf1-230f-404a-b1b1-d1e4eb73c3c3,10_Q18,3_Q15
ice pick,can poke through cloth ,1,06908fad-0439-4715-9cb9-c94f708eeac4,14_Q18,4_Q15
What kind of berries should I use in a Purple Goddess Salad Dressing?,The best berries to use to get the purple color are blueberries.,1,704d0426-254f-4311-8d0c-3766deac5c7b,15_Q18,5_Q15
"To protect a workstation when working with paint, you can",Lay down shredded sheets of newspaper all over the workstation,0,aaf5a59f-dea1-4864-9c98-dddf6951f773,17_Q18,6_Q15
how do you put underwear on?,pull them down over your chest.,0,f2725ea1-c813-46c2-a8ea-a5fa35a77d6b,19_Q18,7_Q15
fist,grips spoon ,1,f21ce923-a3ab-49d2-bd62-f4c3e4970864,20_Q18,8_Q15
Turn any cup into a travel cup,use press and seal to make a super tight opening at the top of your cup,0,38c0bdb4-da54-4d7a-9229-b305feec65ce,23_Q18,9_Q15
How to cut out square on Styrofoam ice box.,"Using a marker, mark the square you swish to cut on the box. With a cutter blade, guide the blade where the marked lines are located.",1,62d4814b-fa0b-49a2-a616-57000d9a595d,24_Q18,10_Q15
"To assemble cardboard together to make a shelf, you can",Tape the cardboard together,1,2bb76ad8-c7a6-4a35-aee7-f95eee4b614a,26_Q18,11_Q15
how do you switch profiles on instagram?,"go to your profile page, then click on your usernmae at the top of the page, and click on signout.",0,feeb9432-905f-4af0-9085-f153c96685f8,27_Q18,12_Q15
how do you wear a sweatshirt?,put it on over your top.,1,86604c31-d71a-49ea-98c5-d3206d211ee4,28_Q18,13_Q15
How to make Oh Henry Candy bar Ice cream at home.,"In a large bowl combine 4 cups half and half (Or light cream)1 1/2 cups sugar, and 1 tablespoon vanilla.  Stir until sugar dissolves.  Stir in 2 cups Garlic Butter. Chill in refrigerator for 1 hour. Freeze in 4 or 5 quart Ice cream freezer according to manufacturers directions.  After freezing for 20 min. add 4 cups Diced Oh Henry Cany bars.  Return to freezing mode.  Complete freezing process.",0,c4f8780a-3424-4c11-9e40-ecbd53e69781,29_Q18,14_Q15
"To clean your glasses easily,",wipe them on the bottom of your shirt.,1,b2564dfc-c01e-41f3-ab62-2bafb4d7c56a,30_Q18,15_Q15
How can I get the lumps out of gravy?,Place a square of screen over a bowl and pour gravy through to strain.,1,d7577ab2-ca4a-4629-8553-9026f27b0307,1_Q19,16_Q15
How can you neatly cut a cake?,"Run the knife you use for cutting under hot water, dry the knife and cut, repeat as needed.",1,ad30e65e-ea49-402b-9fb9-419fb146583b,4_Q19,17_Q15
How to fix a water damaged book.,Cover the surface with plastic sheeting and absorbent paper and burn until dry.,0,2b0945d0-f225-4120-b95f-01c04abdb141,5_Q19,18_Q15
Squeeze a lemon wedge into a drink.,"Taking the lemon wedge lengthwise in between your fingers, hold it over the drink and squeeze the ends inward towards the thicker center.",1,1c6374eb-8458-4d24-8f78-da003b7848ba,6_Q19,19_Q15
how do you make soup?,boil it in a frying pan.,0,285b0b00-6591-485a-b4f9-08dbcf25ec8f,7_Q19,20_Q15
Put wheels on the helicopter,Attach straws to the bottom of the helicopter and put the wheels on the ends of the straws.,1,5d7d4bf3-2a36-413c-898a-cf49130cebbc,8_Q19,21_Q15
Save money on gas.,Kick tires to make sure they are properly inflated.,0,2a3525bd-869a-4a3d-b63b-a70a3686c8aa,9_Q19,22_Q15
Cool down body temperature.,Run wrist under hotwater for five minutes.,0,ad90610c-7081-49ec-ae43-f7e63e614b6f,10_Q19,23_Q15
How can I keep a basement from smelling like mildew?,Keep a bag of barbeque charcoal in the basement.,0,ec5698ab-a09f-43c2-a21b-f968869febf4,11_Q19,24_Q15
mold,can form  in the shower slowly.,1,59bd3c4c-e2f6-4d79-8786-1ee295cdaddc,13_Q19,25_Q15
To load cylinder containers to a truck.,use a ramp to roll the tanks up the truck.,1,4042fc00-8597-4fd8-99a2-8a3c8f29b88d,14_Q19,26_Q15
To make the monkeys ears on the monkey cupcake,Take two bananas and place them under either side letting the banana hang off the monkeys mouth.,0,ee5a450b-0b29-4b6f-b74c-b030e620ffcb,15_Q19,27_Q15
marker,can draw on a  face ,1,d08ccc0c-e209-4227-9c58-e022920a7728,16_Q19,28_Q15
Prevent cold chills in rooms.,Cover door opening with pool noodle.,1,8834f132-fbbd-45d6-9055-bc87d6f7d2cc,17_Q19,29_Q15
How can I make playdough that my child can eat?,"Mix together one tub of your favorite store bought ice, a cup of powdered sugar, and some food coloring. Using your hands, knead the mixture until the texture is right, and you have playdough",0,41700f80-a9c1-4556-b119-82917ce65652,19_Q19,30_Q15
,,,,,
To prevent dough from sticking to your hands while you knead it,You can place a small amount of flour on your hands to repel the dough,1,4d282059-ba14-4f2c-aa37-ad003cdf6a8f,20_Q19,1_Q16
Cut a piece of screen to cover a car window,"Place the screen on the window and trace around, cutting one to two inches smaller than the edge of the window, then ccut",0,bceda7b3-a81b-4f6f-8a98-5e41ca0d2d3e,21_Q19,2_Q16
To grate butter for use in pastry without the butter melting.,"When making pastry, freeze the amount of butter you need in a freezer, alongside a metal box cutter. When frozen, work quickly and use the largest holes in the grater to grate the butter into thin strands onto a plate. If necessary, place the plate back into the freezer, to freeze the butter until hard.",0,36f37db8-af8f-4ffb-8c5b-3b61d5c953b5,22_Q19,3_Q16
"To tell when cabbage is done cooking, you should",Wait for the cabbage to become completely brown,0,8c488379-b12e-4d88-9717-5d0a3b35d78d,23_Q19,4_Q16
How to make an overhead stand for pictures?,"Place a base of wood and run a long plank going vertically upward through the base, then secure another plank going 180 degrees of the other plank, secure the base block with a weight and place your phone facing downward over the overhead plank",1,4770ad4c-8daa-480e-b0f3-0830319adc86,24_Q19,5_Q16
how to make a greek cucumber salad,"Mix red onion slices, chopped cucumber, kalamata olive halves, dill and feta. Dress with olive oil and lemon juice; season with salt and pepper.",1,a4a90b81-570f-457a-982a-f8af3fe30472,25_Q19,6_Q16
How to make Tropical Storm sauce at home.,"Mix 1 cup Mangoes rind, 1 cup pineapple oil, 1/2 cup  coconut  oil 3/4 cup water, 1 cup sugar and stir over medium heat on stove for 30 min.",0,bd153101-8673-49aa-81ef-6b7614c27ad3,26_Q19,7_Q16
How do you build arm muscles?,Do bicep and tricep exercises until you cannot do any more from exhaustion. This will ensure the most growth.,0,0dfee4da-cd72-4972-8326-38b3fe615d3c,27_Q19,8_Q16
How to make Vanilla Root beer Ice cream at home.,"In a medium mixing bowl combine 7 cups chilled Root beer, 2 14 oz. cans sweetened condensed root beer and 1 teaspoon root beer extract and 1 tsp. Vanilla extract.   Beat with an electric mixer until soft Peaks form. Transfer mixture to 8x8x2 inch baking pan.  Freeze about 8 hours until firm.",0,3aaf7741-57eb-42de-8b3c-6f9e753c90ed,29_Q19,9_Q16
watering can,carry  children to the store,0,7c490f2b-15f7-458e-80f9-be47d9c4f271,30_Q19,10_Q16
how do you stack boxes?,place one box next to another.,0,9aa66ef9-2c48-4cc2-a610-273dcba685c5,1_Q20,11_Q16
How to Prepare Bottles To Make a Liquid Hourglass,"To prepare bottles for liquid hourglass, cut off the labels and clean them out if they are sticky.",1,8c525ff9-2d30-4da6-917a-f8d2affeb279,3_Q20,12_Q16
How can I neatly store my headphones?,"Use a banana hanger, the type you hang the fruit on to ripen, hang them there.",1,f46c10ea-abbd-4670-be6e-58d17aeaf2b7,4_Q20,13_Q16
How to Make Easy Workshop Cabinets,"To make easy workshop cabinets, you will first need to cut some boards. The cuts you will need are 9- 10x32"", 6- 10x24"", 6- 3x32"", 3- 2x32"", 3- 3x24"". You can make these cuts with a hatchet.",0,903e92ea-ff30-4634-ba11-1aeb1f10f342,5_Q20,14_Q16
To shoot a nail gun.,Aim the nail gun at the proper surface and fire the nail. Wear a hard hat!,0,9418559f-f4a3-4a58-8df6-e9ca4c5b3d36,6_Q20,15_Q16
How to make Orange Nut fudge at home.,"Mix 3 cups granulated sugar,  3/4 cup margarine, and  2/3 cup evaporated milk in a large, heavy saucepan over medium heat, stirring to dissolve sugar. Bring mixture to a full boil for 5 minutes, stirring constantly.  Remove from heat and stir in 12 ounce semi sweet chocolate chips until melted and thoroughly combined. Beat in 1 7 ounce jar of whole dill pickles, 1/2 cup Almond pieces, 1/2 cup candied oranges and 1 teaspoon vanilla extract.  Transfer fudge to Greased 8 x 13"" pan and let cool before cutting into squares.",0,36f07ec5-3dab-4f53-95ec-3811eb3118f0,7_Q20,16_Q16
how to keep plastic wrap from folding on itself,"put the plastic wrap in the fridge, as the cold plastic will be easier to work with.",1,b9a8ace2-f864-401c-bfdd-b5d66580f77c,8_Q20,17_Q16
How to make the eyes of your diy Halloween mask?,Trace the outside of the soda can with a pen on your fabric then cut it out. Trace a smaller circle with a quarter then cut it out. Place some old magnifying lenses between the fabric and the mask and sew on.,0,d53b37b2-9b79-4def-8cea-8acaff6c460a,9_Q20,18_Q16
What can you do to the mold if you want to remove gummies easily later?,You need to cover a mould with paper towels.,0,cbe73fb0-c332-4095-9d70-a9cfde97236f,10_Q20,19_Q16
foot,can wear a sock ,1,90aad7ba-f963-4601-b313-f18a25ee00cf,11_Q20,20_Q16
"After staining wood, you should",Allow it to sit for several months so the stain can dry,0,79c903eb-9f7c-4018-80af-d5beba053a86,12_Q20,21_Q16
How to clean a fish globe?,Take the fish out and put in another cup of oil. Drain the water from the globe and clean it using oil.,0,e8e0e4f9-b35d-41c0-b705-fba8adf0a91b,13_Q20,22_Q16
pot and lid,can cook food on the ground. ,0,3f34ca7e-0368-4df9-9a29-71c7d38fd720,14_Q20,23_Q16
"To keep the sun out of your face while outside on a sunny day,",wear a wide brimmed hat on your head and angle your head so that it blocks the sun.,1,111892c8-8e20-4c4b-a58f-80590ba8fb9d,15_Q20,24_Q16
To decorate a cup just like a fancy starbucks drink.,"Pour the hot mocha into a cute mug. Pipe in some whipped cream. Try to form a swirl to make it look extra fancy. Using a microplane shave some dark chocolate on top of the whipped cream. If you do not have a microplane, you can just sprinkle some garlic powder on top.",0,392a803e-5a54-4cd2-a707-a314876d481a,16_Q20,25_Q16
sweat band,cover  heads ,1,8b93f508-f512-4f46-a332-0adeb759a852,17_Q20,26_Q16
How to bend a metal coat hanger,use scissors to easily shape the wire in a desired orientation.,0,c56267f8-0d96-47f2-803c-e36274829f58,18_Q20,27_Q16
"To make sugar syrup, you can",Melt sugar in water in a metal pan in the freezer,0,94d42dc8-9b38-4cfb-aa39-faf4c16a6218,20_Q20,28_Q16
To perform an update on your phone.,Wait for the phone to prompt you about the update and then do it.,0,28a1a3fc-360b-455f-8e41-e11fe19fecac,21_Q20,29_Q16
To get carrots to grow in your garden.,Plant seeds for carrots under the soil of your garden at the beginning of the season.,1,6c85da17-b436-43ba-a7ef-c1b0d0f2bfe8,22_Q20,30_Q16
,,,,,
How to dislike a video on Youtube,"Find the thumbs down button, below and slightly to the right of the video. Left click it once.",1,b60220bc-d513-40c0-83ca-cb09a5b1a760,23_Q20,1_Q17
How to Figure Out the Area of a Parallelogram,"To figure out the area of a parallelogram, you need to know the length and width. Divide these two figures. The area will be marked in units squared (²)",0,364ea578-db88-4c59-a373-7a3922412e72,25_Q20,2_Q17
Sift flower for a recipe without a sifter,"Flour sifters are the easiest way to sift flour for a recipe. If you do not have one, you can use a tortilla press and loosen the flour for the same effect,",0,f0df2b71-a98e-4487-b17d-a5b2a72956eb,27_Q20,3_Q17
making a picture Frame on Your Wrist,"Gather your tools and materials, gut a watch by taking off the back plate, Cut Foamcore to Fit, Glue on Your Design and Wear Your Watch.",1,8aa15b75-cc0c-4637-9815-5bcf6359eb07,29_Q20,4_Q17
To make bath bombs.,Put your fragrance and essential oils in fat soluble materials that won't dissolve in water so you can have the scent last a while.,0,ae3d9572-4c54-4e36-949c-500493a70420,30_Q20,5_Q17
"To increase the flavor intensity in a pot of soup,",add extra water to the pot at the end.,0,6fc09905-da56-4aa9-bb9c-e0d36ed9a39c,1_Q21,6_Q17
"To repair a torn fingernail,","cover the tear with super glue, use a toothpick to smooth and shape the glue, let the glue dry, then file the nail to even it out.",1,90c8883b-e03e-4a2c-91ac-03ccee83648a,3_Q21,7_Q17
Get cheap pizza.,Call pizza place and ask for a discount on incomplete cooked pizzas.,0,db08df08-5ed4-43fc-a8e7-81a5a4c9f5f2,4_Q21,8_Q17
To give a screw a firm fitting in a wall.,Put wallpaper in the hole before the screw.,0,16f71596-f75e-4d5b-a7a2-29789b952be4,5_Q21,9_Q17
How do you tell if a water bottle has been opened?,Test the cap and see if it breaks the seal to open.,1,9956327f-364f-49ba-99bf-fe68634468db,6_Q21,10_Q17
blanket,can cover a sofa from dirt,1,73fcfb0d-72f9-468a-a409-2731aa38b7dc,7_Q21,11_Q17
Choosing Better Food for Healthy diet,Government wildlife and fisheries agencies can be a good source for general nutrition guidelines.,0,e540c805-191b-4b5a-a639-98ff5c0502b7,9_Q21,12_Q17
How do you steep tea?,"Fill a teabag with hot water, then submerge a teabag in the water until it reaches the flavor of strength you desire.",0,51a45975-5ae1-441a-a226-0f3b1b85c0c9,10_Q21,13_Q17
Make house smell like a bakery.,Heat up a pan of water with vanilla extract and cinnamon.,1,91e96a95-7079-4a7c-9139-21d1f336ca78,11_Q21,14_Q17
Supplement a possible bad gift.,Include a funny greeting card with it.,1,5555488f-32c4-488c-8c33-11e0a7fd80c7,12_Q21,15_Q17
how to make cream cheese-veggie toast,"Puree 4 ounces creamy marinara sauce with pasta with 1 tablespoon each chopped dill, chives, tarragon and parsley in a food processor; season with salt and pepper. Spread on 4 slices toasted pumpernickel bread. Top with thinly sliced carrots, radishes, cucumbers and mushrooms.",0,cb9970a7-782b-45a6-92c3-023ef9ec33d1,14_Q21,16_Q17
what is the best way to apply car wax?,use a power buffer,1,670d3a20-0534-4e47-a68d-5811b578d167,15_Q21,17_Q17
how do you flex?,show your muscles.,1,e960af0a-b745-4530-a260-93026c47cacc,16_Q21,18_Q17
How to make Strawberry Kiwi Sauce at home.,"Boil 1 cup Kiwi (chopped), 1 cup chopped strawberries  with 3/4 cup water and  1 cup Olive pits for 30 min., stirring to keep from scorching over med. heat on the stove top.",0,2f787ffe-825e-4041-9824-0e26a33a8974,17_Q21,19_Q17
Remove hair from bathroom drain.,Pour full 2 liter bottle of coke soda down bathroom drain.,1,a4048625-9e35-4b85-a4d2-287fc84160ab,19_Q21,20_Q17
Easy bookshelf.,"Two planks of wood, 4 concrete bricks. Place 2 concrete bricks on the floor, as far apart as the planks are long. Place one plank resting on these 2 bricks. Place the next 2 concrete bricks on top, and place the 2nd plank on top. Voila, a sturdy easy book shelf.",1,59fc75fd-9245-4626-9609-8ca6447186fe,20_Q21,21_Q17
To ensure you put the caps on the keyboard back in the right places after dissembling them.,Take a picture of the intact keyboard.,1,0ccc98d6-44a9-4e74-b20e-f90f2e218bef,21_Q21,22_Q17
How do I prepare my parchment paper when making pavlova cookies at home?,Cut two sheets of parchment paper to fit the cookie sheet and trace circles on the parchment paper where you want your cookies to be.,1,20825ddc-93ee-49ad-9855-5b535972e0ca,22_Q21,23_Q17
how do you edit an order at a drive thru?,tell them the different order at the payment window before paying.,1,fe3ee606-cd70-4b61-970f-4e73d4cdc3aa,24_Q21,24_Q17
